COUNTRY,STATE,COUNTY,ACTUAL,PREDICT,PRODTYPE,PRODUCT,YEAR,QUARTER,MONTH,MONYR
U.S.A.,Florida,,"$1,465.00","$2,060.00",OFFICE,DESK,1997,3,Jul,JUL97
U.S.A.,Florida,,"$1,122.00","$1,263.00",OFFICE,DESK,1997,3,Aug,AUG97
U.S.A.,Florida,,$200.00,"$1,552.00",OFFICE,DESK,1997,3,Sep,SEP97
U.S.A.,Florida,,$165.00,"$1,281.00",OFFICE,DESK,1997,4,Oct,OCT97
U.S.A.,Florida,,"$1,621.00","$1,359.00",OFFICE,DESK,1997,4,Nov,NOV97
U.S.A.,Florida,,$456.00,"$1,171.00",OFFICE,DESK,1997,4,Dec,DEC97
U.S.A.,Florida,,$197.00,"$1,796.00",FURNITURE,SOFA,1997,1,Jan,JAN97
U.S.A.,Florida,,$105.00,"$1,294.00",FURNITURE,SOFA,1997,1,Feb,FEB97
U.S.A.,Florida,,$557.00,$831.00,FURNITURE,SOFA,1997,1,Mar,MAR97
U.S.A.,Florida,,"$1,754.00","$1,101.00",FURNITURE,SOFA,1997,2,Apr,APR97
U.S.A.,Florida,,"$1,242.00",$812.00,FURNITURE,SOFA,1997,2,May,MAY97
U.S.A.,Florida,,"$1,404.00",$898.00,FURNITURE,SOFA,1997,2,Jun,JUN97
U.S.A.,Florida,,$698.00,"$1,036.00",FURNITURE,SOFA,1997,3,Jul,JUL97
U.S.A.,Florida,,"$1,196.00",$14.00,FURNITURE,SOFA,1997,3,Aug,AUG97
U.S.A.,Florida,,$487.00,"$1,412.00",FURNITURE,SOFA,1997,3,Sep,SEP97
U.S.A.,Florida,,"$1,114.00","$2,014.00",FURNITURE,SOFA,1997,4,Oct,OCT97
U.S.A.,Florida,,$752.00,$789.00,FURNITURE,SOFA,1997,4,Nov,NOV97
U.S.A.,Florida,,"$1,252.00","$1,210.00",FURNITURE,SOFA,1997,4,Dec,DEC97
U.S.A.,Florida,,$702.00,$368.00,FURNITURE,BED,1997,1,Jan,JAN97
U.S.A.,Florida,,$765.00,$365.00,FURNITURE,BED,1997,1,Feb,FEB97
U.S.A.,Florida,,"$1,213.00","$1,620.00",FURNITURE,BED,1997,1,Mar,MAR97
U.S.A.,Florida,,"$1,609.00",$913.00,FURNITURE,BED,1997,2,Apr,APR97
U.S.A.,Florida,,"$1,549.00","$1,242.00",FURNITURE,BED,1997,2,May,MAY97
U.S.A.,Florida,,"$1,949.00",$94.00,FURNITURE,BED,1997,2,Jun,JUN97
U.S.A.,Florida,,"$1,558.00",$829.00,FURNITURE,BED,1997,3,Jul,JUL97
U.S.A.,Florida,,"$1,255.00","$1,543.00",FURNITURE,BED,1997,3,Aug,AUG97
U.S.A.,Florida,,$432.00,"$1,499.00",FURNITURE,BED,1997,3,Sep,SEP97
U.S.A.,Florida,,$365.00,$339.00,FURNITURE,BED,1997,4,Oct,OCT97
U.S.A.,Florida,,"$1,864.00","$1,938.00",FURNITURE,BED,1997,4,Nov,NOV97
U.S.A.,Florida,,$105.00,$325.00,FURNITURE,BED,1997,4,Dec,DEC97
U.S.A.,Florida,,$316.00,"$1,390.00",OFFICE,CHAIR,1997,1,Jan,JAN97
U.S.A.,Florida,,$653.00,$249.00,OFFICE,CHAIR,1997,1,Feb,FEB97
U.S.A.,Florida,,$789.00,$372.00,OFFICE,CHAIR,1997,1,Mar,MAR97
U.S.A.,Florida,,"$1,867.00","$1,908.00",OFFICE,CHAIR,1997,2,Apr,APR97
U.S.A.,Florida,,$130.00,$434.00,OFFICE,CHAIR,1997,2,May,MAY97
U.S.A.,Florida,,$597.00,"$1,667.00",OFFICE,CHAIR,1997,2,Jun,JUN97
U.S.A.,Florida,,"$1,626.00","$1,807.00",OFFICE,CHAIR,1997,3,Jul,JUL97
U.S.A.,Florida,,"$1,983.00","$2,102.00",OFFICE,CHAIR,1997,3,Aug,AUG97
U.S.A.,Florida,,$566.00,"$1,275.00",OFFICE,CHAIR,1997,3,Sep,SEP97
U.S.A.,Florida,,"$1,402.00","$1,940.00",OFFICE,CHAIR,1997,4,Oct,OCT97
U.S.A.,Florida,,"$1,806.00",$175.00,OFFICE,CHAIR,1997,4,Nov,NOV97
U.S.A.,Florida,,"$1,824.00",$27.00,OFFICE,CHAIR,1997,4,Dec,DEC97
U.S.A.,Florida,,$622.00,"$1,212.00",OFFICE,DESK,1997,1,Jan,JAN97
U.S.A.,Florida,,$478.00,$544.00,OFFICE,DESK,1997,1,Feb,FEB97
U.S.A.,Florida,,$457.00,"$1,185.00",OFFICE,DESK,1997,1,Mar,MAR97
U.S.A.,Florida,,$939.00,$526.00,OFFICE,DESK,1997,2,Apr,APR97
U.S.A.,Florida,,$628.00,"$1,576.00",OFFICE,DESK,1997,2,May,MAY97
U.S.A.,Florida,,"$1,190.00",$444.00,OFFICE,DESK,1997,2,Jun,JUN97
U.S.A.,Florida,,"$1,330.00",$928.00,OFFICE,DESK,1997,3,Jul,JUL97
U.S.A.,Florida,,"$1,148.00","$1,082.00",OFFICE,DESK,1997,3,Aug,AUG97
U.S.A.,Florida,,$6.00,$192.00,OFFICE,DESK,1997,3,Sep,SEP97
U.S.A.,Florida,,"$1,978.00","$1,621.00",OFFICE,DESK,1997,4,Oct,OCT97
U.S.A.,Florida,,"$1,455.00",$952.00,OFFICE,DESK,1997,4,Nov,NOV97
U.S.A.,Florida,,"$1,902.00","$1,628.00",OFFICE,DESK,1997,4,Dec,DEC97
U.S.A.,Florida,,"$1,597.00","$1,878.00",FURNITURE,SOFA,1997,1,Jan,JAN97
U.S.A.,Florida,,$75.00,$460.00,FURNITURE,SOFA,1997,1,Feb,FEB97
U.S.A.,Florida,,"$1,364.00","$1,588.00",FURNITURE,SOFA,1997,1,Mar,MAR97
U.S.A.,Florida,,$696.00,"$1,983.00",FURNITURE,SOFA,1997,2,Apr,APR97
U.S.A.,Florida,,"$1,998.00",$800.00,FURNITURE,SOFA,1997,2,May,MAY97
U.S.A.,Florida,,$450.00,"$1,207.00",FURNITURE,SOFA,1997,2,Jun,JUN97
U.S.A.,Florida,,$614.00,"$2,137.00",FURNITURE,SOFA,1997,3,Jul,JUL97
U.S.A.,Florida,,"$1,899.00",$714.00,FURNITURE,SOFA,1997,3,Aug,AUG97
U.S.A.,Florida,,"$1,999.00",$519.00,FURNITURE,SOFA,1997,3,Sep,SEP97
U.S.A.,Florida,,"$1,922.00","$1,755.00",FURNITURE,SOFA,1997,4,Oct,OCT97
U.S.A.,Florida,,"$1,891.00","$1,223.00",FURNITURE,SOFA,1997,4,Nov,NOV97
U.S.A.,Florida,,$378.00,$143.00,FURNITURE,SOFA,1997,4,Dec,DEC97
U.S.A.,Florida,,"$1,161.00","$1,405.00",FURNITURE,BED,1997,1,Jan,JAN97
U.S.A.,Florida,,$759.00,"$1,018.00",FURNITURE,BED,1997,1,Feb,FEB97
U.S.A.,Florida,,$295.00,$743.00,FURNITURE,BED,1997,1,Mar,MAR97
U.S.A.,Florida,,$909.00,$771.00,FURNITURE,BED,1997,2,Apr,APR97
U.S.A.,Florida,,$108.00,$27.00,FURNITURE,BED,1997,2,May,MAY97
U.S.A.,Florida,,"$1,786.00","$1,695.00",FURNITURE,BED,1997,2,Jun,JUN97
U.S.A.,Florida,,$78.00,$292.00,FURNITURE,BED,1997,3,Jul,JUL97
U.S.A.,Florida,,$435.00,$139.00,FURNITURE,BED,1997,3,Aug,AUG97
U.S.A.,Florida,,$52.00,"$1,871.00",FURNITURE,BED,1997,3,Sep,SEP97
U.S.A.,Florida,,$627.00,$709.00,FURNITURE,BED,1997,4,Oct,OCT97
U.S.A.,Florida,,"$1,602.00","$1,069.00",FURNITURE,BED,1997,4,Nov,NOV97
U.S.A.,Florida,,$674.00,$908.00,FURNITURE,BED,1997,4,Dec,DEC97
U.S.A.,Florida,,$318.00,"$1,303.00",OFFICE,CHAIR,1997,1,Jan,JAN97
U.S.A.,Florida,,"$1,692.00","$2,011.00",OFFICE,CHAIR,1997,1,Feb,FEB97
U.S.A.,Florida,,$189.00,"$1,250.00",OFFICE,CHAIR,1997,1,Mar,MAR97
U.S.A.,Florida,,"$1,923.00",$894.00,OFFICE,CHAIR,1997,2,Apr,APR97
U.S.A.,Florida,,$706.00,$349.00,OFFICE,CHAIR,1997,2,May,MAY97
U.S.A.,Florida,,$492.00,$203.00,OFFICE,CHAIR,1997,2,Jun,JUN97
U.S.A.,Florida,,$331.00,$694.00,OFFICE,CHAIR,1997,3,Jul,JUL97
U.S.A.,Florida,,"$1,676.00","$1,312.00",OFFICE,CHAIR,1997,3,Aug,AUG97
U.S.A.,Florida,,$516.00,"$1,487.00",OFFICE,CHAIR,1997,3,Sep,SEP97
U.S.A.,Florida,,$574.00,$240.00,OFFICE,CHAIR,1997,4,Oct,OCT97
U.S.A.,Florida,,"$2,008.00","$1,341.00",OFFICE,CHAIR,1997,4,Nov,NOV97
U.S.A.,Florida,,"$1,818.00",$194.00,OFFICE,CHAIR,1997,4,Dec,DEC97
U.S.A.,Florida,,$544.00,"$1,251.00",OFFICE,DESK,1997,1,Jan,JAN97
U.S.A.,Florida,,$356.00,$449.00,OFFICE,DESK,1997,1,Feb,FEB97
U.S.A.,Florida,,"$1,825.00",$798.00,OFFICE,DESK,1997,1,Mar,MAR97
U.S.A.,Florida,,"$1,131.00",$328.00,OFFICE,DESK,1997,2,Apr,APR97
U.S.A.,Florida,,$826.00,$863.00,OFFICE,DESK,1997,2,May,MAY97
U.S.A.,Florida,,"$1,344.00","$1,534.00",OFFICE,DESK,1997,2,Jun,JUN97
U.S.A.,Florida,,$285.00,"$2,008.00",OFFICE,DESK,1997,3,Jul,JUL97
U.S.A.,Florida,,"$1,628.00",$596.00,OFFICE,DESK,1997,3,Aug,AUG97
U.S.A.,Florida,,$544.00,"$1,309.00",OFFICE,DESK,1997,3,Sep,SEP97
U.S.A.,Florida,,$274.00,$558.00,OFFICE,DESK,1997,4,Oct,OCT97
U.S.A.,Florida,,$58.00,"$1,520.00",OFFICE,DESK,1997,4,Nov,NOV97
U.S.A.,Florida,,"$1,133.00",$952.00,OFFICE,DESK,1997,4,Dec,DEC97
U.S.A.,Florida,,$205.00,$110.00,FURNITURE,SOFA,1997,1,Jan,JAN97
U.S.A.,Florida,,$943.00,$309.00,FURNITURE,SOFA,1997,1,Feb,FEB97
U.S.A.,Florida,,"$1,308.00",$837.00,FURNITURE,SOFA,1997,1,Mar,MAR97
U.S.A.,Florida,,"$1,155.00",$883.00,FURNITURE,SOFA,1997,2,Apr,APR97
U.S.A.,Florida,,"$2,066.00",$341.00,FURNITURE,SOFA,1997,2,May,MAY97
U.S.A.,Florida,,"$1,695.00","$2,014.00",FURNITURE,SOFA,1997,2,Jun,JUN97
U.S.A.,Florida,,$948.00,$833.00,FURNITURE,SOFA,1997,3,Jul,JUL97
U.S.A.,Florida,,$203.00,$525.00,FURNITURE,SOFA,1997,3,Aug,AUG97
U.S.A.,Florida,,"$1,916.00",$895.00,FURNITURE,SOFA,1997,3,Sep,SEP97
U.S.A.,Florida,,"$1,351.00","$1,109.00",FURNITURE,SOFA,1997,4,Oct,OCT97
U.S.A.,Florida,,$62.00,$141.00,FURNITURE,SOFA,1997,4,Nov,NOV97
U.S.A.,Florida,,"$1,089.00",$858.00,FURNITURE,SOFA,1997,4,Dec,DEC97
U.S.A.,Florida,,"$1,721.00","$1,241.00",FURNITURE,BED,1997,1,Jan,JAN97
U.S.A.,Florida,,"$1,597.00","$1,934.00",FURNITURE,BED,1997,1,Feb,FEB97
U.S.A.,Florida,,$714.00,"$1,206.00",FURNITURE,BED,1997,1,Mar,MAR97
U.S.A.,Florida,,$97.00,"$1,359.00",FURNITURE,BED,1997,2,Apr,APR97
U.S.A.,Florida,,"$1,914.00","$1,687.00",FURNITURE,BED,1997,2,May,MAY97
U.S.A.,Florida,,"$1,363.00",$405.00,FURNITURE,BED,1997,2,Jun,JUN97
U.S.A.,Florida,,$153.00,"$1,522.00",FURNITURE,BED,1997,3,Jul,JUL97
U.S.A.,Florida,,"$1,511.00",$96.00,FURNITURE,BED,1997,3,Aug,AUG97
U.S.A.,Florida,,"$1,499.00","$1,249.00",FURNITURE,BED,1997,3,Sep,SEP97
U.S.A.,Florida,,$678.00,"$1,354.00",FURNITURE,BED,1997,4,Oct,OCT97
U.S.A.,Florida,,"$1,743.00",$666.00,FURNITURE,BED,1997,4,Nov,NOV97
U.S.A.,Florida,,$217.00,$970.00,FURNITURE,BED,1997,4,Dec,DEC97
U.S.A.,Florida,,"$1,246.00",$828.00,OFFICE,CHAIR,1997,1,Jan,JAN97
U.S.A.,Florida,,$598.00,"$1,167.00",OFFICE,CHAIR,1997,1,Feb,FEB97
U.S.A.,Florida,,$42.00,$703.00,OFFICE,CHAIR,1997,1,Mar,MAR97
U.S.A.,Florida,,$555.00,"$2,071.00",OFFICE,CHAIR,1997,2,Apr,APR97
U.S.A.,Florida,,"$1,940.00","$1,009.00",OFFICE,CHAIR,1997,2,May,MAY97
U.S.A.,Florida,,$220.00,"$1,412.00",OFFICE,CHAIR,1997,2,Jun,JUN97
U.S.A.,Florida,,"$1,555.00","$1,234.00",OFFICE,CHAIR,1997,3,Jul,JUL97
U.S.A.,Florida,,"$1,727.00","$2,018.00",OFFICE,CHAIR,1997,3,Aug,AUG97
U.S.A.,Florida,,"$1,746.00",$60.00,OFFICE,CHAIR,1997,3,Sep,SEP97
U.S.A.,Florida,,$542.00,"$1,035.00",OFFICE,CHAIR,1997,4,Oct,OCT97
U.S.A.,Florida,,"$1,094.00",$115.00,OFFICE,CHAIR,1997,4,Nov,NOV97
U.S.A.,Florida,,$856.00,"$1,040.00",OFFICE,CHAIR,1997,4,Dec,DEC97
U.S.A.,Florida,,$396.00,$806.00,OFFICE,DESK,1997,1,Jan,JAN97
U.S.A.,Florida,,$470.00,$873.00,OFFICE,DESK,1997,1,Feb,FEB97
U.S.A.,Florida,,"$1,641.00","$1,445.00",OFFICE,DESK,1997,1,Mar,MAR97
U.S.A.,Florida,,$870.00,"$1,707.00",OFFICE,DESK,1997,2,Apr,APR97
U.S.A.,Florida,,"$1,748.00",$776.00,OFFICE,DESK,1997,2,May,MAY97
U.S.A.,Florida,,$792.00,"$1,479.00",OFFICE,DESK,1997,2,Jun,JUN97
U.S.A.,Florida,,"$1,529.00",$988.00,OFFICE,DESK,1997,3,Jul,JUL97
U.S.A.,Florida,,$738.00,$30.00,OFFICE,DESK,1997,3,Aug,AUG97
U.S.A.,Florida,,"$1,503.00",$224.00,OFFICE,DESK,1997,3,Sep,SEP97
U.S.A.,Florida,,"$1,754.00","$1,193.00",OFFICE,DESK,1997,4,Oct,OCT97
U.S.A.,Florida,,$328.00,$658.00,OFFICE,DESK,1997,4,Nov,NOV97
U.S.A.,Florida,,$169.00,$32.00,OFFICE,DESK,1997,4,Dec,DEC97
U.S.A.,Florida,,$944.00,"$1,013.00",FURNITURE,SOFA,1998,1,Jan,JAN98
U.S.A.,Florida,,$878.00,$998.00,FURNITURE,SOFA,1998,1,Feb,FEB98
U.S.A.,Florida,,$76.00,"$1,912.00",FURNITURE,SOFA,1998,1,Mar,MAR98
U.S.A.,Florida,,$43.00,$290.00,FURNITURE,SOFA,1998,2,Apr,APR98
U.S.A.,Florida,,$930.00,"$1,551.00",FURNITURE,SOFA,1998,2,May,MAY98
U.S.A.,Florida,,"$1,510.00","$1,174.00",FURNITURE,SOFA,1998,2,Jun,JUN98
U.S.A.,Florida,,"$1,643.00","$1,621.00",FURNITURE,SOFA,1998,3,Jul,JUL98
U.S.A.,Florida,,$237.00,"$1,374.00",FURNITURE,SOFA,1998,3,Aug,AUG98
U.S.A.,Florida,,"$1,910.00",$982.00,FURNITURE,SOFA,1998,3,Sep,SEP98
U.S.A.,Florida,,$162.00,"$2,088.00",FURNITURE,SOFA,1998,4,Oct,OCT98
U.S.A.,Florida,,"$1,541.00",$188.00,FURNITURE,SOFA,1998,4,Nov,NOV98
U.S.A.,Florida,,"$1,794.00","$1,936.00",FURNITURE,SOFA,1998,4,Dec,DEC98
U.S.A.,Florida,,$662.00,"$1,870.00",FURNITURE,BED,1998,1,Jan,JAN98
U.S.A.,Florida,,$747.00,"$1,409.00",FURNITURE,BED,1998,1,Feb,FEB98
U.S.A.,Florida,,"$1,676.00",$489.00,FURNITURE,BED,1998,1,Mar,MAR98
U.S.A.,Florida,,"$1,248.00","$1,417.00",FURNITURE,BED,1998,2,Apr,APR98
U.S.A.,Florida,,"$1,538.00",$289.00,FURNITURE,BED,1998,2,May,MAY98
U.S.A.,Florida,,$878.00,$557.00,FURNITURE,BED,1998,2,Jun,JUN98
U.S.A.,Florida,,"$1,355.00",$269.00,FURNITURE,BED,1998,3,Jul,JUL98
U.S.A.,Florida,,"$1,126.00","$1,955.00",FURNITURE,BED,1998,3,Aug,AUG98
U.S.A.,Florida,,"$1,447.00","$2,008.00",FURNITURE,BED,1998,3,Sep,SEP98
U.S.A.,Florida,,$665.00,$78.00,FURNITURE,BED,1998,4,Oct,OCT98
U.S.A.,Florida,,"$1,366.00","$1,952.00",FURNITURE,BED,1998,4,Nov,NOV98
U.S.A.,Florida,,"$1,021.00",$644.00,FURNITURE,BED,1998,4,Dec,DEC98
U.S.A.,Florida,,$232.00,"$1,898.00",OFFICE,CHAIR,1998,1,Jan,JAN98
U.S.A.,Florida,,$602.00,"$1,631.00",OFFICE,CHAIR,1998,1,Feb,FEB98
U.S.A.,Florida,,"$1,528.00",$342.00,OFFICE,CHAIR,1998,1,Mar,MAR98
U.S.A.,Florida,,$809.00,$929.00,OFFICE,CHAIR,1998,2,Apr,APR98
U.S.A.,Florida,,"$1,417.00",$651.00,OFFICE,CHAIR,1998,2,May,MAY98
U.S.A.,Florida,,$987.00,$603.00,OFFICE,CHAIR,1998,2,Jun,JUN98
U.S.A.,Florida,,$341.00,$167.00,OFFICE,CHAIR,1998,3,Jul,JUL98
U.S.A.,Florida,,"$1,091.00",$126.00,OFFICE,CHAIR,1998,3,Aug,AUG98
U.S.A.,Florida,,"$1,578.00","$1,945.00",OFFICE,CHAIR,1998,3,Sep,SEP98
U.S.A.,Florida,,"$1,756.00","$1,952.00",OFFICE,CHAIR,1998,4,Oct,OCT98
U.S.A.,Florida,,$887.00,"$1,043.00",OFFICE,CHAIR,1998,4,Nov,NOV98
U.S.A.,Florida,,$141.00,"$1,772.00",OFFICE,CHAIR,1998,4,Dec,DEC98
U.S.A.,Florida,,$316.00,$728.00,OFFICE,DESK,1998,1,Jan,JAN98
U.S.A.,Florida,,$784.00,"$1,411.00",OFFICE,DESK,1998,1,Feb,FEB98
U.S.A.,Florida,,"$1,997.00","$1,880.00",OFFICE,DESK,1998,1,Mar,MAR98
U.S.A.,Florida,,"$1,610.00","$1,930.00",OFFICE,DESK,1998,2,Apr,APR98
U.S.A.,Florida,,$724.00,"$1,415.00",OFFICE,DESK,1998,2,May,MAY98
U.S.A.,Florida,,$281.00,"$1,788.00",OFFICE,DESK,1998,2,Jun,JUN98
U.S.A.,Florida,,$879.00,$282.00,OFFICE,DESK,1998,3,Jul,JUL98
U.S.A.,Florida,,"$1,119.00",$387.00,OFFICE,DESK,1998,3,Aug,AUG98
U.S.A.,Florida,,"$1,755.00",$560.00,OFFICE,DESK,1998,3,Sep,SEP98
U.S.A.,Florida,,"$1,028.00","$1,348.00",OFFICE,DESK,1998,4,Oct,OCT98
U.S.A.,Florida,,"$1,674.00",$524.00,OFFICE,DESK,1998,4,Nov,NOV98
U.S.A.,Florida,,"$1,356.00",$292.00,OFFICE,DESK,1998,4,Dec,DEC98
U.S.A.,Florida,,"$1,581.00",$750.00,FURNITURE,SOFA,1998,1,Jan,JAN98
U.S.A.,Florida,,$386.00,$252.00,FURNITURE,SOFA,1998,1,Feb,FEB98
U.S.A.,Florida,,"$1,375.00","$1,873.00",FURNITURE,SOFA,1998,1,Mar,MAR98
U.S.A.,Florida,,"$1,858.00","$1,869.00",FURNITURE,SOFA,1998,2,Apr,APR98
U.S.A.,Florida,,$760.00,$673.00,FURNITURE,SOFA,1998,2,May,MAY98
U.S.A.,Florida,,$694.00,$249.00,FURNITURE,SOFA,1998,2,Jun,JUN98
U.S.A.,Florida,,$828.00,$903.00,FURNITURE,SOFA,1998,3,Jul,JUL98
U.S.A.,Florida,,$61.00,$732.00,FURNITURE,SOFA,1998,3,Aug,AUG98
U.S.A.,Florida,,$480.00,$823.00,FURNITURE,SOFA,1998,3,Sep,SEP98
U.S.A.,Florida,,"$1,296.00","$1,526.00",FURNITURE,SOFA,1998,4,Oct,OCT98
U.S.A.,Florida,,"$1,791.00",$681.00,FURNITURE,SOFA,1998,4,Nov,NOV98
U.S.A.,Florida,,"$1,782.00","$1,553.00",FURNITURE,SOFA,1998,4,Dec,DEC98
U.S.A.,Florida,,$690.00,$353.00,FURNITURE,BED,1998,1,Jan,JAN98
U.S.A.,Florida,,"$1,925.00","$1,083.00",FURNITURE,BED,1998,1,Feb,FEB98
U.S.A.,Florida,,$226.00,"$1,618.00",FURNITURE,BED,1998,1,Mar,MAR98
U.S.A.,Florida,,$850.00,$620.00,FURNITURE,BED,1998,2,Apr,APR98
U.S.A.,Florida,,"$1,773.00","$1,711.00",FURNITURE,BED,1998,2,May,MAY98
U.S.A.,Florida,,$214.00,"$1,293.00",FURNITURE,BED,1998,2,Jun,JUN98
U.S.A.,Florida,,"$1,712.00",$17.00,FURNITURE,BED,1998,3,Jul,JUL98
U.S.A.,Florida,,$49.00,$770.00,FURNITURE,BED,1998,3,Aug,AUG98
U.S.A.,Florida,,"$1,339.00","$1,769.00",FURNITURE,BED,1998,3,Sep,SEP98
U.S.A.,Florida,,"$1,629.00",$864.00,FURNITURE,BED,1998,4,Oct,OCT98
U.S.A.,Florida,,$314.00,"$1,314.00",FURNITURE,BED,1998,4,Nov,NOV98
U.S.A.,Florida,,$977.00,"$1,057.00",FURNITURE,BED,1998,4,Dec,DEC98
U.S.A.,Florida,,"$1,757.00","$1,664.00",OFFICE,CHAIR,1998,1,Jan,JAN98
U.S.A.,Florida,,$835.00,$201.00,OFFICE,CHAIR,1998,1,Feb,FEB98
U.S.A.,Florida,,$653.00,$897.00,OFFICE,CHAIR,1998,1,Mar,MAR98
U.S.A.,Florida,,"$1,644.00","$1,160.00",OFFICE,CHAIR,1998,2,Apr,APR98
U.S.A.,Florida,,$342.00,$971.00,OFFICE,CHAIR,1998,2,May,MAY98
U.S.A.,Florida,,"$1,910.00","$1,910.00",OFFICE,CHAIR,1998,2,Jun,JUN98
U.S.A.,Florida,,$197.00,"$1,218.00",OFFICE,CHAIR,1998,3,Jul,JUL98
U.S.A.,Florida,,$158.00,$782.00,OFFICE,CHAIR,1998,3,Aug,AUG98
U.S.A.,Florida,,$706.00,"$1,672.00",OFFICE,CHAIR,1998,3,Sep,SEP98
U.S.A.,Florida,,$328.00,$230.00,OFFICE,CHAIR,1998,4,Oct,OCT98
U.S.A.,Florida,,"$1,107.00","$1,137.00",OFFICE,CHAIR,1998,4,Nov,NOV98
U.S.A.,Florida,,"$1,842.00","$1,824.00",OFFICE,CHAIR,1998,4,Dec,DEC98
U.S.A.,Florida,,$930.00,$677.00,OFFICE,DESK,1998,1,Jan,JAN98
U.S.A.,Florida,,$461.00,"$1,368.00",OFFICE,DESK,1998,1,Feb,FEB98
U.S.A.,Florida,,$581.00,"$1,546.00",OFFICE,DESK,1998,1,Mar,MAR98
U.S.A.,Florida,,$546.00,"$1,671.00",OFFICE,DESK,1998,2,Apr,APR98
U.S.A.,Florida,,"$1,768.00",$371.00,OFFICE,DESK,1998,2,May,MAY98
U.S.A.,Florida,,$163.00,"$1,741.00",OFFICE,DESK,1998,2,Jun,JUN98
U.S.A.,Florida,,$707.00,"$1,804.00",OFFICE,DESK,1998,3,Jul,JUL98
U.S.A.,Florida,,$131.00,"$1,954.00",OFFICE,DESK,1998,3,Aug,AUG98
U.S.A.,Florida,,$273.00,$41.00,OFFICE,DESK,1998,3,Sep,SEP98
U.S.A.,Florida,,"$1,686.00","$1,747.00",OFFICE,DESK,1998,4,Oct,OCT98
U.S.A.,Florida,,"$1,764.00",$584.00,OFFICE,DESK,1998,4,Nov,NOV98
U.S.A.,Florida,,$943.00,$192.00,OFFICE,DESK,1998,4,Dec,DEC98
U.S.A.,Florida,,"$1,081.00",$53.00,FURNITURE,SOFA,1998,1,Jan,JAN98
U.S.A.,Florida,,"$1,306.00",$297.00,FURNITURE,SOFA,1998,1,Feb,FEB98
U.S.A.,Florida,,"$1,762.00","$1,761.00",FURNITURE,SOFA,1998,1,Mar,MAR98
U.S.A.,Florida,,"$1,349.00","$1,736.00",FURNITURE,SOFA,1998,2,Apr,APR98
U.S.A.,Florida,,$312.00,"$1,584.00",FURNITURE,SOFA,1998,2,May,MAY98
U.S.A.,Florida,,"$1,443.00","$1,297.00",FURNITURE,SOFA,1998,2,Jun,JUN98
U.S.A.,Florida,,"$1,924.00",$909.00,FURNITURE,SOFA,1998,3,Jul,JUL98
U.S.A.,Florida,,"$1,261.00",$448.00,FURNITURE,SOFA,1998,3,Aug,AUG98
U.S.A.,Florida,,"$1,003.00",$342.00,FURNITURE,SOFA,1998,3,Sep,SEP98
U.S.A.,Florida,,"$1,011.00",$620.00,FURNITURE,SOFA,1998,4,Oct,OCT98
U.S.A.,Florida,,$292.00,"$1,200.00",FURNITURE,SOFA,1998,4,Nov,NOV98
U.S.A.,Florida,,"$1,677.00","$1,083.00",FURNITURE,SOFA,1998,4,Dec,DEC98
U.S.A.,Florida,,"$1,303.00",$56.00,FURNITURE,BED,1998,1,Jan,JAN98
U.S.A.,Florida,,"$1,728.00","$1,847.00",FURNITURE,BED,1998,1,Feb,FEB98
U.S.A.,Florida,,"$1,489.00","$1,221.00",FURNITURE,BED,1998,1,Mar,MAR98
U.S.A.,Florida,,$421.00,$113.00,FURNITURE,BED,1998,2,Apr,APR98
U.S.A.,Florida,,"$1,039.00","$1,727.00",FURNITURE,BED,1998,2,May,MAY98
U.S.A.,Florida,,$225.00,$527.00,FURNITURE,BED,1998,2,Jun,JUN98
U.S.A.,Florida,,"$1,663.00",$803.00,FURNITURE,BED,1998,3,Jul,JUL98
U.S.A.,Florida,,$994.00,$72.00,FURNITURE,BED,1998,3,Aug,AUG98
U.S.A.,Florida,,$696.00,$797.00,FURNITURE,BED,1998,3,Sep,SEP98
U.S.A.,Florida,,$354.00,$478.00,FURNITURE,BED,1998,4,Oct,OCT98
U.S.A.,Florida,,$438.00,"$1,914.00",FURNITURE,BED,1998,4,Nov,NOV98
U.S.A.,Florida,,$379.00,$911.00,FURNITURE,BED,1998,4,Dec,DEC98
U.S.A.,Florida,,$568.00,$340.00,OFFICE,CHAIR,1998,1,Jan,JAN98
U.S.A.,Florida,,$359.00,"$1,696.00",OFFICE,CHAIR,1998,1,Feb,FEB98
U.S.A.,Florida,,"$1,844.00",$466.00,OFFICE,CHAIR,1998,1,Mar,MAR98
U.S.A.,Florida,,"$1,550.00",$454.00,OFFICE,CHAIR,1998,2,Apr,APR98
U.S.A.,Florida,,$579.00,"$1,998.00",OFFICE,CHAIR,1998,2,May,MAY98
U.S.A.,Florida,,"$1,378.00",$17.00,OFFICE,CHAIR,1998,2,Jun,JUN98
U.S.A.,Florida,,"$2,003.00","$1,667.00",OFFICE,CHAIR,1998,3,Jul,JUL98
U.S.A.,Florida,,$815.00,"$1,367.00",OFFICE,CHAIR,1998,3,Aug,AUG98
U.S.A.,Florida,,"$1,135.00","$1,396.00",OFFICE,CHAIR,1998,3,Sep,SEP98
U.S.A.,Florida,,$975.00,$799.00,OFFICE,CHAIR,1998,4,Oct,OCT98
U.S.A.,Florida,,"$1,248.00",$800.00,OFFICE,CHAIR,1998,4,Nov,NOV98
